,IC Mean,IC Std.,IC_IR,t-stat(IC),p-value(IC),IC Skew,IC Kurtosis
5D,0.05339026907366129,0.1324908133253094,0.40297336648217463,14.275726086190542,5.9221146969694975e-43,0.4085216825333039,2.2867954639531884
10D,0.06534146689906595,0.12789977983682418,0.5108802140428172,18.0984318199408,3.164429529780492e-65,0.3965165235223769,1.2132491482487096
20D,0.08455886028605125,0.1293725637089061,0.6536073635853145,23.15468084631802,4.855427797778547e-99,0.41214026082738353,1.0972671813027413
