,IC Mean,IC Std.,IC_IR,t-stat(IC),p-value(IC),IC Skew,IC Kurtosis
5D,-0.03325834909143768,0.0886101609581627,-0.37533335603735807,-13.296551651973681,7.74867733334333e-38,0.19125888557992954,0.713903057430092
10D,-0.027738272650707517,0.0833585295157735,-0.3327586608333674,-11.78830138660011,1.7076162391488915e-30,0.06246197755401277,0.7876423139491902
20D,-0.02545276417848219,0.078662886384267,-0.3235676358752694,-11.462700327903464,5.335288865914781e-29,0.03906373294802403,0.7458074623823934
