,IC Mean,IC Std.,IC_IR,t-stat(IC),p-value(IC),IC Skew,IC Kurtosis
5D,0.0327067815154692,0.06507355270489999,0.5026125077846934,17.80554023027471,2.101427178905005e-63,1.4650856919449327,9.179195625325432
10D,0.03438128248615765,0.0638213834729868,0.5387110183957381,19.08436531517151,1.7480056601726542e-71,1.3002911698138968,6.7277264415374916
20D,0.03365831806249399,0.06299769223141984,0.534278588156076,18.92734213383835,1.7846131932185283e-70,0.7378230969068561,5.136826751670474
